UMAP1,UMAP2,GT,KMeans,DEC,scDCC
-8.52705,-0.5485097,Beta,Beta,Beta,Beta
4.711219,13.068689,Beta,Acinar,Ductal,Beta
4.783882,13.076103,Beta,Acinar,Acinar,Beta
4.7715216,13.203119,Beta,Ductal,Ductal,Beta
-9.635667,0.5072602,Beta,Beta,Beta,Beta
4.65276,2.33308,Delta,Delta,Beta,Delta
-9.196149,-1.1455207,Beta,Beta,Beta,Beta
-8.6804,-0.11485506,Beta,Delta,Beta,Beta
-4.0172234,17.893408,Ductal,Ductal,Ductal,Ductal
7.908761,-6.8540273,Alpha,Alpha,Alpha,Alpha
4.485268,13.585299,Beta,Ductal,Ductal,Beta
-2.6060646,17.535673,Ductal,Ductal,Ductal,Ductal
-9.076953,-0.26174924,Beta,Beta,Beta,Beta
7.3471756,-6.6410894,Alpha,Alpha,Alpha,Alpha
-8.938796,-1.0189031,Beta,Beta,Beta,Beta
-8.526314,-0.23772785,Beta,Beta,Beta,Beta
-9.747461,0.6409289,Beta,Beta,Beta,Beta
7.3182282,-7.474918,Alpha,Alpha,Alpha,Alpha
6.6997104,-8.281666,Alpha,Alpha,Alpha,Alpha
-7.7627444,0.93345445,Beta,Delta,Beta,Beta
-9.461139,-1.2467641,Beta,Beta,Beta,Beta
6.5578084,-7.521012,Alpha,Alpha,Alpha,Alpha
-9.335912,-0.41031432,Beta,Beta,Beta,Beta
-8.464534,-1.3919326,Beta,Beta,Beta,Beta
-9.182789,-0.2293092,Beta,Beta,Beta,Beta
4.648287,12.859755,Beta,Ductal,Ductal,Beta
-9.6703615,-1.3359003,Beta,Beta,Beta,Beta
14.259842,3.2388425,Stellate,Beta,Stellate,Stellate
-9.373375,0.18805854,Beta,Beta,Beta,Beta
4.891975,12.674991,Beta,Acinar,Acinar,Beta
-9.944151,-0.65353805,Beta,Beta,Beta,Beta
-9.229898,-1.2718349,Beta,Beta,Beta,Beta
7.8661757,-6.786016,Alpha,Alpha,Alpha,Alpha
-3.354593,17.28926,Ductal,Ductal,Ductal,Ductal
4.08719,14.056238,Beta,Ductal,Ductal,Beta
-9.475668,0.16465291,Beta,Beta,Beta,Beta
4.4962053,13.693004,Beta,Ductal,Ductal,Beta
7.5595574,-7.6331186,Alpha,Alpha,Alpha,Alpha
-3.8722425,17.475521,Ductal,Ductal,Ductal,Ductal
2.7015562,-1.5351543,Gamma,Alpha,Alpha,Gamma
6.6112194,-8.333648,Alpha,Alpha,Alpha,Alpha
-9.021558,-0.83407956,Beta,Beta,Beta,Beta
-9.099269,-0.14243948,Beta,Beta,Beta,Beta
15.164757,3.1138432,Stellate,Beta,Stellate,Stellate
-9.667716,-0.93381494,Beta,Beta,Beta,Beta
-9.98898,-0.91983944,Beta,Beta,Beta,Beta
7.6682105,-7.904775,Alpha,Alpha,Alpha,Alpha
-8.862471,-0.44394386,Beta,Beta,Beta,Beta
2.7518072,-1.5920407,Gamma,Delta,Alpha,Gamma
-7.946618,-0.6045526,Beta,Delta,Beta,Beta
7.4016995,-7.7191567,Alpha,Alpha,Alpha,Alpha
3.9012864,13.63803,Beta,Ductal,Ductal,Beta
-9.8485985,-0.494905,Beta,Beta,Beta,Beta
7.0330977,-7.18431,Alpha,Alpha,Alpha,Alpha
8.166245,-7.5552115,Alpha,Alpha,Alpha,Alpha
-8.847907,-1.2844838,Beta,Beta,Beta,Beta
7.786852,-7.6923456,Alpha,Alpha,Alpha,Alpha
7.176686,-6.317653,Alpha,Alpha,Alpha,Alpha
6.829646,-7.947567,Alpha,Alpha,Alpha,Alpha
7.74903,-7.5252447,Alpha,Alpha,Alpha,Alpha
14.791634,3.0247827,Stellate,Beta,Stellate,Stellate
6.0579376,-7.0927715,Alpha,Alpha,Alpha,Alpha
15.033652,3.1168082,Stellate,Beta,Stellate,Stellate
-9.09957,-0.317684,Beta,Beta,Beta,Beta
2.2776017,-1.2856616,Gamma,Delta,Beta,Gamma
7.735546,-7.7314563,Alpha,Alpha,Alpha,Alpha
-9.535229,-1.4898766,Beta,Beta,Beta,Beta
4.623418,2.4823225,Delta,Delta,Beta,Delta
3.6660874,14.034165,Beta,Ductal,Ductal,Beta
7.062598,-7.8486376,Alpha,Alpha,Alpha,Alpha
14.104082,3.2985659,Stellate,Beta,Stellate,Stellate
6.6975513,-8.115594,Alpha,Alpha,Beta,Alpha
6.368096,-8.237442,Alpha,Alpha,Alpha,Alpha
8.242685,-7.3686934,Alpha,Alpha,Alpha,Alpha
7.987448,-7.8031206,Alpha,Alpha,Alpha,Alpha
-9.434049,-1.5637463,Beta,Beta,Beta,Beta
-10.040827,-0.8593749,Beta,Beta,Beta,Beta
14.624758,3.2176464,Stellate,Beta,Stellate,Stellate
6.6568832,-7.4090385,Alpha,Alpha,Alpha,Alpha
4.311333,13.818096,Beta,Ductal,Ductal,Beta
-9.084495,-0.69190466,Beta,Beta,Beta,Beta
-9.357452,-1.6130891,Beta,Beta,Beta,Beta
7.3995967,-6.9573517,Alpha,Alpha,Alpha,Alpha
-10.099521,0.018008305,Beta,Beta,Beta,Beta
-9.811253,-1.0190985,Beta,Beta,Beta,Beta
3.8092258,14.022797,Beta,Ductal,Ductal,Beta
6.857384,-7.628329,Alpha,Alpha,Alpha,Alpha
3.7462897,2.6885788,Delta,Delta,Beta,Delta
-9.0230255,-0.55212295,Beta,Beta,Beta,Beta
-9.747019,-0.24611785,Beta,Beta,Beta,Beta
7.711905,-7.608293,Alpha,Alpha,Alpha,Alpha
-9.08177,-1.1292434,Beta,Beta,Beta,Beta
6.9465303,-8.150077,Alpha,Alpha,Alpha,Alpha
-9.137419,-0.16501485,Beta,Beta,Beta,Beta
-3.0966542,17.198881,Ductal,Ductal,Ductal,Ductal
-10.259662,-0.57753456,Beta,Beta,Beta,Beta
7.6615844,-7.01179,Alpha,Alpha,Alpha,Alpha
6.544535,-7.7705026,Alpha,Alpha,Alpha,Alpha
4.57893,2.5778697,Delta,Delta,Beta,Delta
-9.699365,-0.3153399,Beta,Beta,Beta,Beta
-9.642581,0.045363504,Beta,Beta,Beta,Beta
5.8714294,-7.437304,Alpha,Alpha,Alpha,Alpha
13.185352,-8.434238,Beta,Beta,Beta,Beta
14.766405,3.0913234,Stellate,Beta,Stellate,Stellate
4.3663235,13.640269,Beta,Ductal,Ductal,Beta
-9.689361,-0.84164655,Beta,Beta,Beta,Beta
6.359279,-7.9044476,Alpha,Alpha,Alpha,Alpha
4.2000804,2.884375,Delta,Delta,Beta,Delta
13.351752,-8.344568,Beta,Beta,Beta,Beta
4.2623167,2.62223,Delta,Delta,Beta,Delta
7.8680696,-6.9877405,Alpha,Alpha,Alpha,Alpha
4.3663893,13.391024,Beta,Ductal,Ductal,Beta
3.8293645,13.475447,Beta,Ductal,Ductal,Beta
4.2961535,2.787064,Delta,Delta,Beta,Delta
6.6762443,-6.641059,Alpha,Alpha,Alpha,Alpha
4.316877,13.499565,Beta,Ductal,Ductal,Beta
-3.1568146,17.836912,Ductal,Ductal,Ductal,Ductal
6.60082,-6.5325704,Alpha,Alpha,Alpha,Alpha
-9.52525,-0.7368004,Beta,Beta,Beta,Beta
-3.164155,18.262333,Ductal,Ductal,Ductal,Ductal
4.612037,13.066376,Beta,Ductal,Ductal,Beta
7.0670066,-6.484027,Alpha,Alpha,Alpha,Alpha
6.7921767,-7.4198036,Alpha,Alpha,Alpha,Alpha
3.3910475,2.279185,Delta,Delta,Beta,Delta
4.544509,2.11519,Delta,Delta,Beta,Delta
7.8826566,-6.7906246,Alpha,Alpha,Alpha,Alpha
7.4073753,-6.2805605,Alpha,Alpha,Alpha,Alpha
3.7292948,14.159661,Beta,Ductal,Ductal,Beta
7.1504674,-7.7399054,Alpha,Alpha,Alpha,Alpha
7.508457,-7.563839,Alpha,Alpha,Alpha,Alpha
4.2680664,2.4521024,Delta,Delta,Beta,Delta
6.8488903,-6.3508635,Alpha,Alpha,Alpha,Alpha
-8.823854,-0.51968724,Beta,Beta,Beta,Beta
-8.581884,-0.47843874,Beta,Beta,Beta,Beta
6.9846396,-7.029472,Alpha,Alpha,Alpha,Alpha
-3.841737,17.448065,Ductal,Ductal,Ductal,Ductal
4.2989955,2.4783072,Delta,Delta,Beta,Delta
6.2810936,-6.8879247,Alpha,Alpha,Alpha,Alpha
14.614071,2.8972263,Stellate,Beta,Stellate,Stellate
3.2568147,2.6876998,Delta,Delta,Beta,Delta
-9.282125,-0.069154315,Beta,Beta,Beta,Beta
2.3290813,-1.4536272,Gamma,Delta,Beta,Gamma
4.3110476,2.5677767,Delta,Delta,Beta,Delta
2.8627746,-1.8358464,Gamma,Delta,Alpha,Gamma
-9.933821,0.6029187,Beta,Beta,Beta,Beta
-3.4054291,17.978142,Ductal,Ductal,Ductal,Ductal
7.337186,-8.072937,Alpha,Alpha,Alpha,Alpha
-3.7227674,17.229443,Ductal,Ductal,Ductal,Ductal
6.462698,-7.541643,Alpha,Alpha,Alpha,Alpha
-2.066738,18.049925,Ductal,Ductal,Ductal,Ductal
-9.332988,0.20120582,Beta,Beta,Beta,Beta
-3.9035907,17.964954,Ductal,Ductal,Ductal,Ductal
6.210106,-7.600841,Alpha,Alpha,Alpha,Alpha
-9.500185,-1.224109,Beta,Beta,Beta,Beta
-9.465941,-1.5046892,Beta,Beta,Beta,Beta
4.1503863,13.584116,Beta,Ductal,Ductal,Beta
-9.547536,-0.0679002,Beta,Beta,Beta,Beta
8.008522,-6.8723726,Alpha,Alpha,Alpha,Alpha
-2.950715,18.486954,Ductal,Ductal,Ductal,Ductal
15.353167,3.3465886,Stellate,Beta,Stellate,Stellate
6.9989347,-7.0195827,Alpha,Alpha,Alpha,Alpha
-9.992014,-0.92173237,Beta,Beta,Beta,Beta
-9.362457,-1.209281,Beta,Beta,Beta,Beta
-3.9079635,17.628452,Ductal,Ductal,Ductal,Ductal
7.493318,-7.9986715,Alpha,Alpha,Alpha,Alpha
-2.8236902,18.421917,Ductal,Ductal,Ductal,Ductal
6.69749,-7.279595,Alpha,Alpha,Alpha,Alpha
8.23092,-6.6278963,Alpha,Alpha,Alpha,Alpha
6.306056,-7.297296,Alpha,Alpha,Alpha,Alpha
6.7612243,-7.941365,Alpha,Alpha,Alpha,Alpha
6.7564883,-7.836809,Alpha,Alpha,Alpha,Alpha
-9.244111,-0.11351467,Beta,Beta,Beta,Beta
-1.4470948,16.40308,Ductal,Ductal,Ductal,Ductal
7.2526703,-6.714701,Alpha,Alpha,Alpha,Alpha
6.589406,-5.8568745,Alpha,Alpha,Alpha,Alpha
7.133519,-8.0814085,Alpha,Alpha,Alpha,Alpha
-3.257945,18.152729,Ductal,Ductal,Ductal,Ductal
-9.707298,-0.92535746,Beta,Beta,Beta,Beta
-3.767791,17.616812,Ductal,Ductal,Ductal,Ductal
15.069241,3.0263479,Stellate,Beta,Stellate,Stellate
6.8209066,-7.5500393,Alpha,Alpha,Alpha,Alpha
-9.825633,-1.0441302,Beta,Beta,Beta,Beta
5.8388476,-6.9765344,Alpha,Alpha,Alpha,Alpha
6.6659827,-7.907565,Alpha,Alpha,Alpha,Alpha
-2.234812,17.459679,Ductal,Ductal,Ductal,Ductal
7.966514,-7.8229375,Alpha,Alpha,Alpha,Alpha
7.934042,-7.8679986,Alpha,Alpha,Alpha,Alpha
-9.069188,-0.5054987,Beta,Beta,Beta,Beta
-9.034283,-0.7178691,Beta,Beta,Beta,Beta
-9.71207,-0.8897271,Beta,Beta,Beta,Beta
-9.219258,-1.2263045,Beta,Beta,Beta,Beta
4.6896996,13.209458,Beta,Ductal,Ductal,Beta
13.463665,-8.332568,Beta,Beta,Beta,Beta
7.1598253,-6.8556376,Alpha,Alpha,Alpha,Alpha
3.859121,13.886273,Beta,Ductal,Ductal,Beta
6.909839,-7.8478937,Alpha,Alpha,Alpha,Alpha
-9.81016,-0.1502601,Beta,Beta,Beta,Beta
-7.9479156,-0.31471583,Beta,Beta,Beta,Beta
-3.0603209,17.712566,Ductal,Ductal,Ductal,Ductal
-9.607328,-0.6628354,Beta,Beta,Beta,Beta
4.2895584,2.4634948,Delta,Delta,Beta,Delta
13.3090925,3.8391862,Beta,Beta,Stellate,Stellate
6.723435,-7.6423297,Alpha,Alpha,Alpha,Alpha
7.0435033,-7.122038,Alpha,Alpha,Alpha,Alpha
-9.093334,0.25307202,Beta,Beta,Beta,Beta
-3.1001813,17.596874,Ductal,Ductal,Ductal,Ductal
-9.953565,-0.79248816,Beta,Beta,Beta,Beta
5.9314847,-7.2948484,Alpha,Alpha,Alpha,Alpha
-9.938397,-0.9931118,Beta,Beta,Beta,Beta
6.9542475,-7.794272,Alpha,Alpha,Alpha,Alpha
-10.096337,-1.0976734,Beta,Beta,Beta,Beta
-9.714062,0.010236816,Beta,Beta,Beta,Beta
-9.348182,-0.29917213,Beta,Beta,Beta,Beta
-8.710858,0.13331828,Beta,Beta,Beta,Beta
6.531321,-7.074481,Alpha,Alpha,Alpha,Alpha
6.953805,-7.0642962,Alpha,Alpha,Alpha,Alpha
-8.969401,-0.70103484,Beta,Beta,Beta,Beta
6.714882,-7.5030937,Alpha,Alpha,Alpha,Alpha
4.190202,2.7285442,Delta,Delta,Alpha,Delta
6.2258806,-7.8776035,Alpha,Alpha,Alpha,Alpha
-8.977668,2.573688,Beta,Beta,Beta,Beta
13.746741,5.1492996,Stellate,Beta,Stellate,Stellate
-9.71074,-1.1298395,Beta,Beta,Beta,Beta
-8.627948,-0.50598806,Beta,Beta,Beta,Beta
8.039191,-7.4724016,Alpha,Alpha,Alpha,Alpha
7.176783,-6.947634,Alpha,Alpha,Alpha,Alpha
7.719872,-7.2986917,Alpha,Alpha,Alpha,Alpha
-9.582646,-0.20518482,Beta,Beta,Beta,Beta
7.035008,-8.040847,Alpha,Alpha,Alpha,Alpha
-8.743744,0.72415143,Beta,Beta,Beta,Beta
-3.0253851,17.585087,Ductal,Ductal,Ductal,Ductal
-1.9329312,16.968552,Ductal,Ductal,Ductal,Ductal
2.5679524,-1.6463541,Gamma,Delta,Alpha,Gamma
-8.358206,-0.43289176,Beta,Beta,Beta,Beta
6.0307007,-7.658575,Alpha,Alpha,Alpha,Alpha
-2.8073142,18.373154,Ductal,Ductal,Ductal,Ductal
-9.959505,-0.9294458,Beta,Beta,Beta,Beta
-1.5093049,17.135231,Ductal,Ductal,Ductal,Ductal
-3.311026,18.297497,Ductal,Ductal,Ductal,Ductal
6.541696,-7.237135,Alpha,Alpha,Alpha,Alpha
14.659228,2.912974,Stellate,Beta,Stellate,Stellate
4.666764,2.7367415,Delta,Delta,Beta,Delta
-9.641665,-0.6806373,Beta,Beta,Beta,Beta
-9.503589,-1.0867807,Beta,Beta,Beta,Beta
-9.9374895,-0.6861721,Beta,Beta,Beta,Beta
6.255013,-7.30378,Alpha,Alpha,Alpha,Alpha
7.060762,-8.006865,Alpha,Alpha,Alpha,Alpha
6.245443,-8.052021,Alpha,Alpha,Alpha,Alpha
15.344504,3.5835068,Stellate,Beta,Stellate,Stellate
7.0973153,-7.7849474,Alpha,Alpha,Alpha,Alpha
6.7708983,-6.8339696,Alpha,Alpha,Alpha,Alpha
7.6254296,-7.1993017,Alpha,Alpha,Alpha,Alpha
6.2733927,-7.0861535,Alpha,Alpha,Alpha,Alpha
6.2949667,-6.9374843,Alpha,Alpha,Alpha,Alpha
4.1082163,2.221925,Delta,Delta,Beta,Delta
7.040275,-7.700893,Alpha,Alpha,Alpha,Alpha
2.5202515,-0.9617715,Gamma,Delta,Alpha,Gamma
6.062487,-6.4572167,Alpha,Alpha,Alpha,Alpha
6.9498124,-7.5938587,Alpha,Alpha,Alpha,Alpha
2.6164377,-0.8984999,Gamma,Delta,Beta,Gamma
6.0806365,-6.7243705,Alpha,Alpha,Alpha,Alpha
6.530327,-6.960669,Alpha,Alpha,Alpha,Alpha
6.3590207,-7.3552833,Alpha,Alpha,Alpha,Alpha
6.786673,-7.0353847,Alpha,Alpha,Alpha,Alpha
-3.923583,17.692118,Ductal,Ductal,Ductal,Ductal
7.633271,-6.7928176,Alpha,Alpha,Alpha,Alpha
15.020586,3.085074,Stellate,Beta,Stellate,Stellate
6.0943923,-7.2169175,Alpha,Alpha,Alpha,Alpha
4.0411077,2.1906922,Delta,Delta,Alpha,Delta
6.892605,-7.5846906,Alpha,Alpha,Alpha,Alpha
5.760094,-7.021582,Alpha,Alpha,Alpha,Alpha
7.4825883,-7.388234,Alpha,Alpha,Alpha,Alpha
-1.611572,16.80657,Ductal,Ductal,Ductal,Ductal
4.1783714,2.3468733,Delta,Delta,Alpha,Delta
6.143364,-7.1709213,Alpha,Alpha,Alpha,Alpha
6.6217775,-6.6453614,Alpha,Alpha,Alpha,Alpha
7.9947486,-6.918599,Alpha,Alpha,Alpha,Alpha
6.370342,-7.38434,Alpha,Alpha,Alpha,Alpha
-9.578222,-0.80038625,Beta,Beta,Beta,Beta
-9.804705,-0.6120507,Beta,Beta,Beta,Beta
7.1478004,-7.569225,Alpha,Alpha,Alpha,Alpha
14.448752,3.718043,Stellate,Beta,Stellate,Stellate
6.2703376,-6.5339217,Alpha,Alpha,Alpha,Alpha
-9.973555,-0.92397076,Beta,Beta,Beta,Beta
6.0948696,-7.9694386,Alpha,Alpha,Alpha,Alpha
-9.390702,-0.7889248,Beta,Beta,Beta,Beta
-9.767391,-0.42761612,Beta,Beta,Beta,Beta
7.730928,-8.042926,Alpha,Alpha,Alpha,Alpha
6.5014944,-7.0190816,Alpha,Alpha,Alpha,Alpha
14.777692,3.1839306,Stellate,Beta,Stellate,Stellate
-8.702243,0.64232665,Beta,Beta,Beta,Beta
7.0369444,-8.021951,Alpha,Alpha,Alpha,Alpha
-7.13904,1.8790684,Beta,Beta,Beta,Beta
4.584682,2.605254,Delta,Delta,Beta,Delta
-9.132203,0.0497459,Beta,Beta,Beta,Beta
6.2143946,-7.1480494,Alpha,Alpha,Alpha,Alpha
-8.312499,0.46074545,Beta,Beta,Beta,Beta
2.2602837,-1.1209289,Gamma,Delta,Alpha,Gamma
6.60778,-7.670016,Alpha,Alpha,Alpha,Alpha
7.9438996,-7.7073436,Alpha,Alpha,Alpha,Alpha
6.086882,-7.5732512,Alpha,Alpha,Alpha,Alpha
-9.154,-0.9429567,Beta,Beta,Beta,Beta
-10.124567,-0.6889345,Beta,Beta,Beta,Beta
-9.229874,-0.14201045,Beta,Beta,Beta,Beta
15.155613,3.2213244,Stellate,Beta,Stellate,Stellate
16.507551,-4.614109,Beta,Beta,Beta,Beta
13.280869,-8.445136,Beta,Beta,Beta,Beta
7.2401423,-7.6683016,Alpha,Alpha,Alpha,Alpha
7.650709,-7.8441963,Alpha,Alpha,Alpha,Alpha
2.7974522,-1.4197345,Gamma,Delta,Alpha,Gamma
7.0834928,-7.6597185,Alpha,Alpha,Alpha,Alpha
16.481695,-4.581395,Beta,Beta,Beta,Beta
6.7674155,-7.7876663,Alpha,Alpha,Alpha,Alpha
6.4113884,-7.8053317,Alpha,Alpha,Alpha,Alpha
6.2630124,-7.5326877,Alpha,Alpha,Alpha,Alpha
-8.743319,0.23317194,Beta,Beta,Beta,Beta
12.861909,4.204597,Beta,Beta,Stellate,Beta
-9.778129,-0.89905626,Beta,Beta,Beta,Beta
6.2912474,-6.993921,Alpha,Alpha,Alpha,Alpha
-2.9294817,17.408403,Ductal,Ductal,Ductal,Ductal
3.8754888,13.139621,Beta,Ductal,Ductal,Beta
7.37322,-7.886359,Alpha,Alpha,Alpha,Alpha
6.424432,-5.5754414,Alpha,Alpha,Alpha,Alpha
-3.0148735,18.151297,Ductal,Ductal,Ductal,Ductal
-9.011668,-0.39119333,Beta,Beta,Beta,Beta
6.4330287,-7.8729663,Alpha,Alpha,Alpha,Alpha
7.577484,-8.082072,Alpha,Alpha,Alpha,Alpha
-3.8193467,16.882944,Ductal,Ductal,Ductal,Ductal
-10.009897,-0.29290524,Beta,Beta,Beta,Beta
17.279736,-3.6526523,Beta,Beta,Stellate,Beta
6.6933856,-8.053311,Alpha,Alpha,Alpha,Alpha
6.959435,-7.3707175,Alpha,Alpha,Alpha,Alpha
6.5161357,-8.018424,Alpha,Alpha,Alpha,Alpha
14.034505,3.7580545,Stellate,Beta,Stellate,Stellate
-1.3734192,16.342304,Ductal,Ductal,Ductal,Ductal
6.5921655,-8.111107,Alpha,Alpha,Alpha,Alpha
2.6227427,-1.1482025,Gamma,Delta,Beta,Gamma
7.0770235,-8.286818,Alpha,Alpha,Alpha,Alpha
5.933764,-7.5332966,Alpha,Alpha,Alpha,Alpha
-3.6717498,17.453974,Ductal,Ductal,Ductal,Ductal
13.073206,4.0273175,Beta,Beta,Stellate,Beta
3.8519068,14.16662,Beta,Ductal,Ductal,Beta
4.2798643,13.95005,Beta,Ductal,Ductal,Beta
6.6765323,-6.359192,Alpha,Alpha,Alpha,Alpha
14.584383,3.130436,Stellate,Beta,Stellate,Stellate
2.2042313,-1.1608566,Gamma,Delta,Beta,Gamma
-3.3163304,17.57198,Ductal,Ductal,Ductal,Ductal
16.87824,-4.7461863,Beta,Beta,Beta,Beta
6.4683156,-6.8588605,Alpha,Alpha,Alpha,Alpha
4.169584,14.065456,Beta,Ductal,Ductal,Beta
-9.0729475,-0.68860126,Beta,Beta,Beta,Beta
-3.8385277,17.18482,Ductal,Ductal,Ductal,Ductal
13.452975,-8.067389,Beta,Beta,Beta,Beta
6.0637,-7.2632794,Alpha,Alpha,Alpha,Alpha
6.560186,-7.85878,Alpha,Alpha,Alpha,Alpha
-8.584404,-0.6565804,Beta,Beta,Beta,Beta
-8.911572,-0.4028336,Beta,Beta,Beta,Beta
-8.124077,0.14383858,Beta,Beta,Beta,Beta
7.101962,-7.9645033,Alpha,Alpha,Alpha,Alpha
14.941122,3.2164536,Stellate,Beta,Stellate,Stellate
6.463643,-6.665936,Alpha,Alpha,Alpha,Alpha
4.785788,12.609538,Beta,Acinar,Acinar,Beta
6.5245705,-7.820944,Alpha,Alpha,Alpha,Alpha
7.4914246,-7.1887527,Alpha,Alpha,Alpha,Alpha
6.7511168,-8.013542,Alpha,Alpha,Alpha,Alpha
6.3883424,-6.587013,Alpha,Alpha,Alpha,Alpha
2.8489532,-0.7221959,Gamma,Delta,Alpha,Gamma
-9.752067,-1.2691226,Beta,Beta,Beta,Beta
-2.915063,17.810925,Ductal,Ductal,Ductal,Ductal
-9.796883,-1.1114566,Beta,Beta,Beta,Beta
6.544121,-6.888556,Alpha,Alpha,Alpha,Alpha
-8.106835,0.5414886,Beta,Beta,Beta,Beta
6.926018,-6.9056635,Alpha,Alpha,Alpha,Alpha
6.7589884,-8.244484,Alpha,Alpha,Alpha,Alpha
-8.804058,0.34582174,Beta,Beta,Beta,Beta
5.8112545,-6.952723,Alpha,Alpha,Alpha,Alpha
6.175749,-7.631531,Alpha,Alpha,Alpha,Alpha
2.6173933,-1.0876601,Gamma,Delta,Alpha,Gamma
-3.0076134,17.992277,Ductal,Ductal,Ductal,Ductal
-9.48974,-0.35548428,Beta,Beta,Beta,Beta
7.300554,-7.6928253,Alpha,Alpha,Alpha,Alpha
7.3172007,-6.6816235,Alpha,Alpha,Alpha,Alpha
6.41121,-7.5335574,Alpha,Alpha,Alpha,Alpha
5.845238,-7.5555654,Alpha,Alpha,Alpha,Alpha
2.8842452,-1.342926,Gamma,Delta,Alpha,Gamma
4.0666323,2.4173472,Delta,Delta,Beta,Delta
6.355772,-7.8509674,Alpha,Alpha,Alpha,Alpha
15.099291,3.0232377,Stellate,Beta,Stellate,Stellate
13.1702795,-8.305822,Beta,Beta,Beta,Beta
-9.835972,-1.0906969,Beta,Beta,Beta,Beta
-8.11332,0.22539546,Beta,Delta,Beta,Beta
5.987584,-7.002826,Alpha,Alpha,Alpha,Alpha
2.6772847,-1.2747686,Gamma,Delta,Alpha,Gamma
-9.78941,-1.0958364,Beta,Beta,Beta,Beta
6.337483,-6.6132746,Alpha,Alpha,Alpha,Alpha
6.90442,-6.9674444,Alpha,Alpha,Alpha,Alpha
4.0290065,13.14506,Beta,Ductal,Ductal,Beta
-9.236525,-0.13100548,Beta,Beta,Beta,Beta
-7.2606874,0.11181627,Beta,Beta,Beta,Beta
6.481851,-7.1158066,Alpha,Alpha,Alpha,Alpha
5.8985643,-7.40526,Alpha,Alpha,Alpha,Alpha
4.1381407,14.027239,Beta,Ductal,Ductal,Beta
6.938572,-8.395304,Alpha,Alpha,Alpha,Alpha
6.674468,-8.021547,Alpha,Alpha,Alpha,Alpha
6.5447006,-7.167914,Alpha,Alpha,Alpha,Alpha
7.4714236,-7.1937804,Alpha,Alpha,Alpha,Alpha
14.84661,3.2255518,Stellate,Beta,Stellate,Stellate
6.0906267,-7.5110745,Alpha,Alpha,Alpha,Alpha
5.7888923,-6.6038747,Alpha,Alpha,Alpha,Alpha
5.9273343,-6.6407123,Alpha,Alpha,Alpha,Alpha
7.498653,-7.6966143,Alpha,Alpha,Alpha,Alpha
2.3351097,-1.0588812,Gamma,Delta,Beta,Gamma
-7.000837,1.4456882,Beta,Beta,Beta,Beta
6.0125475,-6.9900346,Alpha,Alpha,Alpha,Alpha
6.469407,-7.7249246,Alpha,Alpha,Alpha,Alpha
6.149186,-7.0233674,Alpha,Alpha,Alpha,Alpha
-8.09095,0.97448033,Beta,Beta,Beta,Beta
-8.877797,-0.13652161,Beta,Beta,Beta,Beta
7.309564,-7.8165855,Alpha,Alpha,Alpha,Alpha
6.5877256,-7.7947273,Alpha,Alpha,Alpha,Alpha
13.205314,3.9176304,Beta,Beta,Stellate,Beta
-3.6511366,17.849945,Ductal,Ductal,Ductal,Ductal
5.7096543,-6.6052904,Alpha,Alpha,Alpha,Alpha
-9.676055,-0.6955453,Beta,Beta,Beta,Beta
6.6415324,-6.7521367,Alpha,Alpha,Alpha,Alpha
-9.653189,-0.041576687,Beta,Beta,Beta,Beta
-4.055755,17.091656,Ductal,Ductal,Ductal,Ductal
-9.592251,-1.3901645,Beta,Beta,Beta,Beta
7.466045,-7.7271185,Alpha,Alpha,Alpha,Alpha
6.134972,-7.7912526,Alpha,Alpha,Alpha,Alpha
2.4669693,-1.3184496,Gamma,Delta,Alpha,Gamma
6.7512403,-8.291411,Alpha,Alpha,Alpha,Alpha
6.578609,-5.737712,Alpha,Alpha,Alpha,Alpha
-9.797254,-0.9366203,Beta,Beta,Beta,Beta
14.767168,3.1632116,Stellate,Beta,Stellate,Stellate
7.1289415,-6.6922092,Alpha,Alpha,Alpha,Alpha
16.412785,-4.5085173,Beta,Beta,Beta,Beta
6.2642064,-7.105295,Alpha,Alpha,Alpha,Alpha
6.0800076,-7.7780566,Alpha,Alpha,Alpha,Alpha
6.5839963,-8.004409,Alpha,Alpha,Alpha,Alpha
7.239218,-6.523879,Alpha,Alpha,Alpha,Alpha
-9.413567,-0.6869607,Beta,Beta,Beta,Beta
7.5036545,-6.956627,Alpha,Alpha,Alpha,Alpha
-7.8250194,0.74261874,Beta,Beta,Beta,Beta
5.954305,-6.6659956,Alpha,Alpha,Alpha,Alpha
5.83629,-7.0809054,Alpha,Alpha,Alpha,Alpha
2.489725,-1.1618528,Gamma,Delta,Alpha,Gamma
6.1801796,-6.7435565,Alpha,Alpha,Alpha,Alpha
6.1688485,-7.800259,Alpha,Alpha,Alpha,Alpha
6.381109,-6.532669,Alpha,Alpha,Alpha,Alpha
7.442596,-7.0864944,Alpha,Alpha,Alpha,Alpha
5.9741955,-7.237951,Alpha,Alpha,Alpha,Alpha
7.0263085,-7.961133,Alpha,Alpha,Alpha,Alpha
7.931189,-7.633791,Alpha,Alpha,Alpha,Alpha
-8.474922,-0.16027336,Beta,Beta,Beta,Beta
7.388776,-6.7956147,Alpha,Alpha,Alpha,Alpha
7.5956845,-6.6754866,Alpha,Alpha,Alpha,Alpha
-4.030485,17.191208,Ductal,Ductal,Ductal,Ductal
